price,bedrooms,longitude,link,latitude,sqft,city,date,id_proprio
3600.0,3,-122.511295,/sfc/apa/4059907648.html,37.775076,1450.0,Saint-Tropez,2021-07-16,8
1625.0,,,/sfc/apa/4076752401.html,,,Versailles,2021-12-04,9
3695.0,1,,/sfc/apa/4076724706.html,,1000.0,Levallois-Perret,2021-08-30,10
5200.0,3,-122.456145,/sfc/apa/4076809356.html,37.722762,1500.0,Saint-Jean-Cap-Ferrat,2021-05-29,11
2395.0,1,-122.426768,/sfc/apa/4076816644.html,37.787403,575.0,Neuilly-sur-Seine,2021-11-05,12
3800.0,4,-122.481187,/sfc/apa/4076816059.html,37.775611,,Ramatuelle,2021-09-15,13
1995.0,,-122.412105,/sfc/apa/4076670538.html,37.786865,,Saint-Mandé,2022-01-01,14
2175.0,,-122.25,/sfc/apa/4076732050.html,37.5,,Vincennes,2022-01-02,15
5500.0,2,,/sfc/apa/4036170429.html,,1450.0,Issy-les-Moulineaux,2022-06-09,16
2350.0,,-122.44527,/sfc/apa/4076767117.html,37.803493,,Suresnes,2022-05-14,17
6000.0,1,,/sfc/apa/4076759063.html,,1600.0,Saint-Cloud,2022-09-15,18
11495.0,3,,/sfc/apa/4072013382.html,,,Paris,2021-07-16,19
3900.0,2,,/sfc/apa/4076664875.html,,,Lyon,2021-12-04,20
4795.0,2,,/sfc/apa/4076735477.html,,,Annecy,2021-08-30,1
4995.0,3,-122.459616,/sfc/apa/4076782225.html,37.756145,,Boulogne-Billancourt,2021-05-29,2
11495.0,3,,/sfc/apa/4072022069.html,,,Aix-en-Provence,2021-11-05,3
1250.0,1,,/sfc/apa/4076775017.html,,300.0,Bordeaux,2021-09-15,4
4195.0,4,-122.456639,/sfc/apa/4075860449.html,37.795237,1390.0,Nice,2022-01-01,5
1745.0,1,-122.412827,/sfc/apa/4075809702.html,37.785087,,Cannes,2022-01-02,6
2395.0,2,-122.389669,/sfc/apa/4046069088.html,37.711105,1337.0,Saint-Tropez,2022-06-09,7
1999.0,,-122.417402,/sfc/apa/4075853919.html,37.776619,,Versailles,2022-05-14,8
2195.0,,-122.413425,/sfc/apa/4075750309.html,37.788018,,Levallois-Perret,2022-09-15,9
6900.0,3,-122.446974,/sfc/apa/4026383635.html,37.788186,,Saint-Jean-Cap-Ferrat,2021-07-16,10
3900.0,2,-122.424858,/sfc/apa/4075813472.html,37.786196,1200.0,Neuilly-sur-Seine,2021-12-04,11
2850.0,2,-122.481133,/sfc/apa/4075839829.html,37.790472,1010.0,Ramatuelle,2021-08-30,12
3000.0,1,,/sfc/apa/4065372764.html,,,Saint-Mandé,2021-05-29,13
7950.0,3,-122.413074,/sfc/apa/4067923709.html,37.797125,,Vincennes,2021-11-05,14
4500.0,2,,/sfc/apa/4050726735.html,,,Issy-les-Moulineaux,2021-09-15,15
3350.0,1,,/sfc/apa/4075728049.html,,680.0,Suresnes,2022-01-01,16
4500.0,2,,/sfc/apa/4056333413.html,,,Saint-Cloud,2022-01-02,17
5200.0,3,-122.456145,/sfc/apa/4068140340.html,37.722762,1500.0,Paris,2022-06-09,18
5200.0,3,-122.456145,/sfc/apa/4069527772.html,37.722762,1500.0,Lyon,2022-05-14,19
5200.0,3,-122.456145,/sfc/apa/4075833130.html,37.722762,1500.0,Annecy,2022-09-15,20
2506.0,476,-122.417182,/sfc/apa/4075650703.html,37.776287,476.0,Boulogne-Billancourt,2021-07-16,1
5200.0,3,-122.456145,/sfc/apa/4070330851.html,37.722762,1500.0,Aix-en-Provence,2021-12-04,2
4500.0,2,-122.41033,/sfc/apa/4075828081.html,37.806123,930.0,Bordeaux,2021-08-30,3
2500.0,1,,/sfc/apa/4058978510.html,,550.0,Nice,2021-05-29,4
2700.0,2,-122.4836,/sfc/apa/4075715787.html,37.7593,1200.0,Cannes,2021-11-05,5
4700.0,1,-122.431634,/sfc/apa/4074740396.html,37.794684,,Saint-Tropez,2021-09-15,6
2800.0,1,-122.425047,/sfc/apa/4074738515.html,37.78713,,Versailles,2022-01-01,7
5500.0,2,-122.389846,/sfc/apa/4074736985.html,37.783609,,Levallois-Perret,2022-01-02,8
4850.0,2,-122.39118,/sfc/apa/4042724348.html,37.787455,1223.0,Saint-Jean-Cap-Ferrat,2022-06-09,9
7700.0,2,-122.434973,/sfc/apa/4074735098.html,37.802848,,Neuilly-sur-Seine,2022-05-14,10
3500.0,1,-122.409157,/sfc/apa/4065421984.html,37.761817,815.0,Ramatuelle,2022-09-15,11
12500.0,2,-122.43695,/sfc/apa/4074733315.html,37.795949,,Saint-Mandé,2021-07-16,12
4500.0,1,-122.407871,/sfc/apa/4074731308.html,37.782751,,Vincennes,2021-12-04,13
3995.0,2,-122.413158,/sfc/apa/4074724144.html,37.777457,,Issy-les-Moulineaux,2021-08-30,14
3300.0,1,-122.41447,/sfc/apa/4074722449.html,37.793223,,Suresnes,2021-05-29,15
7500.0,3,-122.433315,/sfc/apa/4074720674.html,37.742495,,Saint-Cloud,2021-11-05,16
2600.0,1,-122.417487,/sfc/apa/4033313840.html,37.765183,746.0,Paris,2021-09-15,17
4900.0,1,,/sfc/apa/4071295844.html,,1505.0,Lyon,2022-01-01,18
3249.0,549,-122.389948,/sfc/apa/4076466331.html,37.773954,549.0,Annecy,2022-01-02,19
3200.0,2,-122.449,/sfc/apa/4076480721.html,37.781939,,Boulogne-Billancourt,2022-06-09,20
2942.0,600,-122.435632,/sfc/apa/4076457950.html,37.785012,600.0,Aix-en-Provence,2022-05-14,1
2190.0,,,/sfc/apa/4076415427.html,,,Bordeaux,2022-09-15,2
3130.0,1,,/sfc/apa/4076404590.html,,730.0,Nice,2021-07-16,3
1995.0,,-122.414995,/sfc/apa/4076449249.html,37.787454,,Cannes,2021-12-04,4
2990.0,1,-122.39305,/sfc/apa/4076385313.html,37.777138,778.0,Saint-Tropez,2021-08-30,5
6500.0,2,,/sfc/apa/4076459593.html,,1400.0,Versailles,2021-05-29,6
4222.0,2,,/sfc/apa/4076455573.html,,1095.0,Levallois-Perret,2021-11-05,7
4750.0,4,-122.488471,/sfc/apa/4075417101.html,37.772374,,Saint-Jean-Cap-Ferrat,2021-09-15,8
,510,-122.493398,/sfc/apa/4048856834.html,37.714652,510.0,Neuilly-sur-Seine,2022-01-01,9
2725.0,1,-122.432681,/sfc/apa/4075415345.html,37.78317,699.0,Ramatuelle,2022-01-02,10
2675.0,1,-122.405371,/sfc/apa/4075414998.html,37.79996,,Saint-Mandé,2022-06-09,11
3075.0,1,,/sfc/apa/4075408412.html,,565.0,Vincennes,2022-05-14,12
2899.0,1,-122.432681,/sfc/apa/4075406688.html,37.78317,660.0,Issy-les-Moulineaux,2022-09-15,13
3300.0,1,-122.398977,/sfc/apa/4047152565.html,37.786209,,Suresnes,2021-07-16,14
3300.0,1,-122.398977,/sfc/apa/4021860715.html,37.786209,,Saint-Cloud,2021-12-04,15
4300.0,1,-122.415572,/sfc/apa/4075402126.html,37.79868,,Paris,2021-08-30,16
2800.0,1,,/sfc/apa/4075285410.html,,558.0,Lyon,2021-05-29,17
2815.0,1,-122.460157,/sfc/apa/4074272324.html,37.753738,,Annecy,2021-11-05,18
7595.0,2,,/sfc/apa/4074266125.html,,,Boulogne-Billancourt,2021-09-15,19
3249.0,1,-122.396669,/sfc/apa/4074264820.html,37.773167,740.0,Aix-en-Provence,2022-01-01,20
1800.0,,-122.413235,/sfc/apa/4063182445.html,37.787093,,Bordeaux,2022-01-02,1
2500.0,2,-122.491615,/sfc/apa/4074252612.html,37.740133,810.0,Nice,2022-06-09,2
2250.0,,-122.436274,/sfc/apa/4074245001.html,37.800814,,Cannes,2022-05-14,3
2300.0,1,-122.44062,/sfc/apa/4074252286.html,37.773674,,Saint-Tropez,2022-09-15,4
2350.0,456,-122.407057,/sfc/apa/4074249278.html,37.802617,456.0,Versailles,2021-07-16,5
2250.0,1,,/sfc/apa/4074244762.html,,650.0,Levallois-Perret,2021-12-04,6
1500.0,,-122.4836,/sfc/apa/4074133552.html,37.7593,,Saint-Jean-Cap-Ferrat,2021-08-30,7
1995.0,,,/sfc/apa/4074090462.html,,,Neuilly-sur-Seine,2021-05-29,8
1050.0,,-122.415869,/sfc/apa/4076148640.html,37.782875,,Ramatuelle,2021-11-05,9
2200.0,1,-122.43376,/sfc/apa/4071453887.html,37.793472,,Saint-Mandé,2021-09-15,10
2720.0,1,-122.462864,/sfc/apa/4076149983.html,37.75954,665.0,Vincennes,2022-01-01,11
9800.0,3,-122.438112,/sfc/apa/4076142848.html,37.759093,,Issy-les-Moulineaux,2022-01-02,12
3950.0,1,-122.395813,/sfc/apa/4076138644.html,37.791153,,Suresnes,2022-06-09,13
3495.0,2,-122.468481,/sfc/apa/4061194018.html,37.748946,1100.0,Saint-Cloud,2022-05-14,14
2395.0,1,-122.439074,/sfc/apa/4071656400.html,37.757855,,Paris,2022-09-15,15
1800.0,1,-122.471668,/sfc/apa/4063302343.html,37.763802,,Lyon,2021-07-16,16
7950.0,4,,/sfc/apa/4076117035.html,,2800.0,Annecy,2021-12-04,17
3495.0,2,-122.449958,/sfc/apa/4061224609.html,37.7658,,Boulogne-Billancourt,2021-08-30,18
3500.0,2,-122.446793,/sfc/apa/4076121202.html,37.787262,1300.0,Aix-en-Provence,2021-05-29,19
14500.0,5,-122.490561,/sfc/apa/4075659019.html,37.786283,,Bordeaux,2021-11-05,20
2400.0,,,/sfc/apa/4060520351.html,,,Nice,2021-09-15,1
,510,-122.493398,/sfc/apa/4075653212.html,37.714652,510.0,Cannes,2022-01-01,2
5950.0,4,-122.447027,/sfc/apa/4060408468.html,37.770462,1700.0,Saint-Tropez,2022-01-02,3
3000.0,1,-122.413158,/sfc/apa/4075652858.html,37.777457,,Versailles,2022-06-09,4
3900.0,2,,/sfc/apa/4060522317.html,,,Levallois-Perret,2022-05-14,5
2695.0,1,,/sfc/apa/4075630003.html,,,Saint-Jean-Cap-Ferrat,2022-09-15,6
1800.0,1,-122.478744,/sfc/apa/4058500507.html,37.756014,,Neuilly-sur-Seine,2021-07-16,7
2975.0,1,-122.449209,/sfc/apa/4075644865.html,37.784196,,Ramatuelle,2021-12-04,8
2950.0,1,-122.424538,/sfc/apa/4075639888.html,37.801304,,Saint-Mandé,2021-08-30,9
5385.0,2,,/sfc/apa/4075529835.html,,1465.0,Vincennes,2021-05-29,10
9500.0,3,,/sfc/apa/4035704095.html,,1975.0,Issy-les-Moulineaux,2021-11-05,11
3695.0,1,,/sfc/apa/4047115731.html,,1000.0,Suresnes,2021-09-15,12
9500.0,3,,/sfc/apa/4046795544.html,,1975.0,Saint-Cloud,2022-01-01,13
3695.0,1,-122.401518,/sfc/apa/4072023556.html,37.774385,1000.0,Paris,2022-01-02,14
4995.0,3,-122.459616,/sfc/apa/4076752227.html,37.756145,,Lyon,2022-06-09,15
2850.0,2,-122.478618,/sfc/apa/4076756205.html,37.784705,,Annecy,2022-05-14,16
2950.0,1,-122.446774,/sfc/apa/4076740690.html,37.77731,900.0,Boulogne-Billancourt,2022-09-15,17
2750.0,1,-122.453003,/sfc/apa/4071232858.html,37.774971,,Aix-en-Provence,2021-07-16,18
2370.0,,-122.417402,/sfc/apa/4075809397.html,37.776619,,Bordeaux,2021-12-04,19
2495.0,2,,/sfc/apa/4075722058.html,,925.0,Nice,2021-08-30,20
4420.0,2,,/sfc/apa/4075694435.html,,1164.0,Cannes,2021-05-29,1
2795.0,1,-122.411539,/sfc/apa/4063568576.html,37.75866,,Saint-Tropez,2021-11-05,2
1950.0,,-122.411942,/sfc/apa/4026802026.html,37.789757,,Versailles,2021-09-15,3
2895.0,1,-122.446289,/sfc/apa/4029676067.html,37.76723,,Levallois-Perret,2022-01-01,4
2650.0,1,-122.448475,/sfc/apa/4026763324.html,37.769284,,Saint-Jean-Cap-Ferrat,2022-01-02,5
2500.0,1,-122.414711,/sfc/apa/4036092405.html,37.776231,800.0,Neuilly-sur-Seine,2022-06-09,6
10995.0,4,-122.488059,/sfc/apa/4074718526.html,37.788682,,Ramatuelle,2022-05-14,7
3600.0,1,,/sfc/apa/4074703509.html,,675.0,Saint-Mandé,2022-09-15,8
7500.0,2,-122.39275,/sfc/apa/4074715626.html,37.778852,,Vincennes,2021-07-16,9
3200.0,1,-122.41447,/sfc/apa/4074712503.html,37.793223,,Issy-les-Moulineaux,2021-12-04,10
4300.0,1,-122.415572,/sfc/apa/4074710423.html,37.79868,,Suresnes,2021-08-30,11
5675.0,3,-122.424687,/sfc/apa/4074706799.html,37.785335,,Saint-Cloud,2021-05-29,12
4200.0,1,-122.407871,/sfc/apa/4074691402.html,37.782751,,Paris,2021-11-05,13
3900.0,1,-122.391858,/sfc/apa/4074688032.html,37.789369,,Lyon,2021-09-15,14
6000.0,3,-122.415762,/sfc/apa/4074685981.html,37.799616,,Annecy,2022-01-01,15
3750.0,1,-122.391121,/sfc/apa/4074680643.html,37.777553,,Boulogne-Billancourt,2022-01-02,16
3500.0,2,-122.448013,/sfc/apa/4074677049.html,37.767007,,Aix-en-Provence,2022-06-09,17
2300.0,1,-122.413916,/sfc/apa/4076452844.html,37.790463,,Bordeaux,2022-05-14,18
2850.0,1,-122.442423,/sfc/apa/4076452733.html,37.771541,,Nice,2022-09-15,19
3550.0,2,-122.49618,/sfc/apa/4076277651.html,37.744021,1300.0,Cannes,2021-07-16,20
5095.0,4,-122.48896,/sfc/apa/4076383341.html,37.776097,,Saint-Tropez,2021-12-04,1
2995.0,3,,/sfc/apa/4076357658.html,,1400.0,Versailles,2021-08-30,2
2666.0,476,-122.417182,/sfc/apa/4075329292.html,37.776287,476.0,Levallois-Perret,2021-05-29,3
5895.0,2,,/sfc/apa/4075388269.html,,1166.0,Saint-Jean-Cap-Ferrat,2021-11-05,4
5200.0,4,,/sfc/apa/4075374409.html,,2225.0,Neuilly-sur-Seine,2021-09-15,5
3625.0,2,-122.41942,/sfc/apa/4075383786.html,37.77493,,Ramatuelle,2022-01-01,6
11000.0,4,-122.431263,/sfc/apa/4075377246.html,37.792889,,Saint-Mandé,2022-01-02,7
8900.0,7,,/sfc/apa/4075376145.html,,3000.0,Vincennes,2022-06-09,8
2800.0,2,-122.41251,/sfc/apa/4068117463.html,37.733936,1048.0,Issy-les-Moulineaux,2022-05-14,9
3550.0,1,,/sfc/apa/4053913365.html,,675.0,Suresnes,2022-09-15,10
3135.0,1,,/sfc/apa/4074205244.html,,730.0,Saint-Cloud,2021-07-16,11
2600.0,1,-122.452749,/sfc/apa/4074210048.html,37.777902,,Paris,2021-12-04,12
5570.0,2,,/sfc/apa/4074195765.html,,1130.0,Lyon,2021-08-30,13
4799.0,2,,/sfc/apa/4074162150.html,,1088.0,Annecy,2021-05-29,14
3124.0,549,,/sfc/apa/4074204343.html,,549.0,Boulogne-Billancourt,2021-11-05,15
1925.0,,-122.417094,/sfc/apa/4065903405.html,37.787188,,Aix-en-Provence,2021-09-15,16
2095.0,,-122.424853,/sfc/apa/4030101372.html,37.770748,,Bordeaux,2022-01-01,17
2245.0,,-122.408902,/sfc/apa/4044463435.html,37.790726,,Nice,2022-01-02,18
2431.0,,-122.417501,/sfc/apa/4074148955.html,37.776541,,Cannes,2022-06-09,19
4395.0,3,-122.474887,/sfc/apa/4036558425.html,37.746827,2154.0,Saint-Tropez,2022-05-14,20
3495.0,1,-122.440168,/sfc/apa/4060860020.html,37.762187,756.0,Versailles,2022-09-15,1
4475.0,1,-122.439254,/sfc/apa/4076106866.html,37.770025,725.0,Levallois-Perret,2021-07-16,2
4075.0,2,,/sfc/apa/4044271491.html,,,Saint-Jean-Cap-Ferrat,2021-12-04,3
6950.0,5,-122.483255,/sfc/apa/4076125674.html,37.774486,,Neuilly-sur-Seine,2021-08-30,4
10995.0,4,-122.445589,/sfc/apa/4076120335.html,37.788364,,Ramatuelle,2021-05-29,5
,,,/sfc/apa/4076087817.html,,,Saint-Mandé,2021-11-05,6
4800.0,2,-122.418403,/sfc/apa/4076114906.html,37.76676,,Vincennes,2021-09-15,7
7500.0,3,,/sfc/apa/4076047293.html,,2400.0,Issy-les-Moulineaux,2022-01-01,8
5195.0,3,-122.445244,/sfc/apa/4076041116.html,37.786657,,Suresnes,2022-01-02,9
6000.0,4,-122.41022,/sfc/apa/4076103265.html,37.754341,,Saint-Cloud,2022-06-09,10
5995.0,2,,/sfc/apa/4075515455.html,,,Paris,2022-05-14,11
2700.0,565,-122.409709,/sfc/apa/4075580805.html,37.780181,565.0,Lyon,2022-09-15,12
4800.0,3,,/sfc/apa/4060661115.html,,,Annecy,2021-07-16,13
9500.0,4,-122.452126,/sfc/apa/4075634128.html,37.788437,,Boulogne-Billancourt,2021-12-04,14
5250.0,2000,-122.409387,/sfc/apa/4075357563.html,37.777977,2000.0,Aix-en-Provence,2021-08-30,15
4495.0,2,,/sfc/apa/4075527210.html,,,Bordeaux,2021-05-29,16
3404.0,1,-122.417501,/sfc/apa/4075621852.html,37.776541,822.0,Nice,2021-11-05,17
5400.0,2,,/sfc/apa/4040624538.html,,,Cannes,2021-09-15,18
8000.0,2,,/sfc/apa/4023377088.html,,,Saint-Tropez,2022-01-01,19
2721.0,567,-122.435675,/sfc/apa/4075570789.html,37.784944,567.0,Versailles,2022-01-02,20
4350.0,2,-122.395381,/sfc/apa/4076743833.html,37.758338,1000.0,Levallois-Perret,2022-06-09,1
3450.0,3,-122.476307,/sfc/apa/4068504928.html,37.782406,,Saint-Jean-Cap-Ferrat,2022-05-14,2
2195.0,,,/sfc/apa/4076677500.html,,,Neuilly-sur-Seine,2022-09-15,3
3500.0,2,-122.43346,/sfc/apa/4076730011.html,37.787021,1078.0,Ramatuelle,2021-07-16,4
2721.0,557,,/sfc/apa/4076714881.html,,557.0,Saint-Mandé,2021-12-04,5
6500.0,2,-122.429989,/sfc/apa/4076617601.html,37.794895,1400.0,Vincennes,2021-08-30,6
2150.0,,,/sfc/apa/4076647321.html,,,Issy-les-Moulineaux,2021-05-29,7
1675.0,,-122.412827,/sfc/apa/4075739945.html,37.785087,,Suresnes,2021-11-05,8
2685.0,1,,/sfc/apa/4075773139.html,,,Saint-Cloud,2021-09-15,9
2930.0,1,-122.3971,/sfc/apa/4075785618.html,37.7621,,Paris,2022-01-01,10
2300.0,1,-122.422006,/sfc/apa/4075784551.html,37.782044,,Lyon,2022-01-02,11
2645.0,1,,/sfc/apa/4075710622.html,,,Annecy,2022-06-09,12
1500.0,,-122.492232,/sfc/apa/4075782266.html,37.779747,,Boulogne-Billancourt,2022-05-14,13
3124.0,549,-122.389927,/sfc/apa/4075687503.html,37.773886,549.0,Aix-en-Provence,2022-09-15,14
5000.0,2,,/sfc/apa/4075774990.html,,,Bordeaux,2021-07-16,15
4200.0,4,-122.49594,/sfc/apa/4075774637.html,37.74059,,Nice,2021-12-04,16
3300.0,1,-122.422243,/sfc/apa/4075600030.html,37.794037,,Cannes,2021-08-30,17
2600.0,1,,/sfc/apa/4074664839.html,,700.0,Saint-Tropez,2021-05-29,18
1550.0,2,-122.498972,/sfc/apa/4074667013.html,37.753248,,Versailles,2021-11-05,19
4700.0,1,-122.431634,/sfc/apa/4074671745.html,37.794684,,Levallois-Perret,2021-09-15,20
5500.0,4,-122.470595,/sfc/apa/4061343857.html,37.748869,2448.0,Saint-Jean-Cap-Ferrat,2022-01-01,1
3500.0,1,-122.414559,/sfc/apa/4074667250.html,37.738881,,Neuilly-sur-Seine,2022-01-02,2
4300.0,2,-122.407859,/sfc/apa/4068497160.html,37.782741,830.0,Ramatuelle,2022-06-09,3
3500.0,1,-122.407859,/sfc/apa/4012054934.html,37.782741,700.0,Saint-Mandé,2022-05-14,4
10000.0,3,-122.428202,/sfc/apa/4074657766.html,37.759692,,Vincennes,2022-09-15,5
5800.0,3,,/sfc/apa/4074655113.html,,,Issy-les-Moulineaux,2021-07-16,6
9750.0,4,-122.428977,/sfc/apa/4074652251.html,37.736388,,Suresnes,2021-12-04,7
5495.0,2,-122.39028,/sfc/apa/4065923256.html,37.788104,,Saint-Cloud,2021-08-30,8
1680.0,1,-122.508958,/sfc/apa/4076415478.html,37.773309,700.0,Paris,2021-05-29,9
,1,,/sfc/apa/4076192265.html,,,Lyon,2021-11-05,10
4570.0,2,-122.3971,/sfc/apa/4076415074.html,37.7621,,Annecy,2021-09-15,11
11000.0,4,-122.417456,/sfc/apa/4062103493.html,37.798442,1969.0,Boulogne-Billancourt,2022-01-01,12
9950.0,4,-122.417727,/sfc/apa/4062109564.html,37.798408,1894.0,Aix-en-Provence,2022-01-02,13
8250.0,3,-122.41749,/sfc/apa/4062113502.html,37.798438,1140.0,Bordeaux,2022-06-09,14
17250.0,6,-122.417591,/sfc/apa/4062119593.html,37.798425,3451.0,Nice,2022-05-14,15
9250.0,3,-122.417693,/sfc/apa/4062123803.html,37.798412,1540.0,Cannes,2022-09-15,16
9100.0,3,-122.417388,/sfc/apa/4062128001.html,37.798451,1567.0,Saint-Tropez,2021-07-16,17
3900.0,2,,/sfc/apa/4060458200.html,,,Versailles,2021-12-04,18
2400.0,,,/sfc/apa/4060460385.html,,,Levallois-Perret,2021-08-30,19
6250.0,4,,/sfc/apa/4075361470.html,,2100.0,Saint-Jean-Cap-Ferrat,2021-05-29,20
3250.0,1,-122.436125,/sfc/apa/4075334426.html,37.80018,,Neuilly-sur-Seine,2021-11-05,1
5595.0,4,-122.424466,/sfc/apa/4075350580.html,37.736061,,Ramatuelle,2021-09-15,2
8000.0,1,-122.395813,/sfc/apa/4075345726.html,37.791153,,Saint-Mandé,2022-01-01,3
4495.0,2,-122.412568,/sfc/apa/4038113166.html,37.777922,,Vincennes,2022-01-02,4
1500.0,400,-122.4836,/sfc/apa/4046290962.html,37.7593,400.0,Issy-les-Moulineaux,2022-06-09,5
5250.0,3,-122.473683,/sfc/apa/4075341171.html,37.756237,,Suresnes,2022-05-14,6
1400.0,336,-122.416597,/sfc/apa/4074212074.html,37.792049,336.0,Saint-Cloud,2022-09-15,7
1925.0,,,/sfc/apa/4074133644.html,,,Paris,2021-07-16,8
1895.0,,-122.414548,/sfc/apa/4036512317.html,37.788469,,Lyon,2021-12-04,9
3500.0,1,-122.3943,/sfc/apa/4074131843.html,37.78009,,Annecy,2021-08-30,10
2195.0,,-122.425371,/sfc/apa/4044497877.html,37.770839,,Boulogne-Billancourt,2021-05-29,11
2795.0,2,-122.480911,/sfc/apa/4074191172.html,37.790556,1010.0,Aix-en-Provence,2021-11-05,12
1495.0,,-122.418671,/sfc/apa/4059346858.html,37.783166,,Bordeaux,2021-09-15,13
2950.0,1,,/sfc/apa/4074191036.html,,631.0,Nice,2022-01-01,14
2175.0,,-122.437072,/sfc/apa/4059334481.html,37.779867,,Cannes,2022-01-02,15
2195.0,,-122.413425,/sfc/apa/4044470311.html,37.788018,,Saint-Tropez,2022-06-09,16
6500.0,3,-122.433698,/sfc/apa/4049141629.html,37.746494,1300.0,Versailles,2022-05-14,17
2800.0,1,-122.428548,/sfc/apa/4076060787.html,37.751638,,Levallois-Perret,2022-09-15,18
2666.0,476,,/sfc/apa/4076055495.html,,476.0,Saint-Jean-Cap-Ferrat,2021-07-16,19
8500.0,3,-122.430344,/sfc/apa/4076094163.html,37.758756,,Neuilly-sur-Seine,2021-12-04,20
2100.0,1,-122.464172,/sfc/apa/4076091511.html,37.764131,,Ramatuelle,2021-08-30,1
3395.0,1,-122.424341,/sfc/apa/4076084531.html,37.791965,,Saint-Mandé,2021-05-29,2
2765.0,1,-122.460157,/sfc/apa/4076025607.html,37.753738,,Vincennes,2021-11-05,3
2450.0,2,,/sfc/apa/4076076048.html,,,Issy-les-Moulineaux,2021-09-15,4
2818.0,1,-122.460157,/sfc/apa/4076066700.html,37.753738,,Suresnes,2022-01-01,5
5195.0,3,-122.445244,/sfc/apa/4075975713.html,37.786657,,Saint-Cloud,2022-01-02,6
5095.0,4,-122.48896,/sfc/apa/4075936469.html,37.776097,,Paris,2022-06-09,7
3820.0,2,-122.462864,/sfc/apa/4075620273.html,37.75954,882.0,Lyon,2022-05-14,8
4500.0,3,-122.435189,/sfc/apa/4046271026.html,37.73165,,Annecy,2022-09-15,9
6500.0,2,,/sfc/apa/4063578414.html,,,Boulogne-Billancourt,2021-07-16,10
8000.0,2,-122.403431,/sfc/apa/4075609466.html,37.787642,,Aix-en-Provence,2021-12-04,11
4250.0,2,,/sfc/apa/4068891225.html,,,Bordeaux,2021-08-30,12
4950.0,2,-122.418403,/sfc/apa/4060578434.html,37.76676,,Nice,2021-05-29,13
3575.0,1,-122.439114,/sfc/apa/4054494589.html,37.78152,,Cannes,2021-11-05,14
2195.0,,-122.44839,/sfc/apa/4071148477.html,37.768865,,Saint-Tropez,2021-09-15,15
3600.0,2,,/sfc/apa/4039337408.html,,1000.0,Versailles,2022-01-01,16
3900.0,2,,/sfc/apa/4048121385.html,,1000.0,Levallois-Perret,2022-01-02,17
5400.0,3,,/sfc/apa/4048122511.html,,1200.0,Saint-Jean-Cap-Ferrat,2022-06-09,18
2000.0,1,-122.480482,/sfc/apa/4073862518.html,37.780714,,Neuilly-sur-Seine,2022-05-14,19
